id,task,audio_dependency,duration,n_gt,n_emits,tp_time,tp_content,fp,fn,time_f1,joint_f1,verdict
explicit_target_grounding::ospuzS4zfdE::238,explicit_target_grounding,required,62.495767,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::oYbsX2F78ho::239,explicit_target_grounding,required,147.88,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::pPXltWFLIys::240,explicit_target_grounding,required,146.0,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::ozipQfodpAg::241,explicit_target_grounding,required,226.226,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
explicit_target_grounding::pScHAD2PyTw::242,explicit_target_grounding,required,304.537567,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::pDHenIEC7pk::243,explicit_target_grounding,required,203.6,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::pdHhnIOm2Q8::244,explicit_target_grounding,required,89.417059,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::oj_vKVJHv-M::245,explicit_target_grounding,required,486.752933,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::qDuPITqVLBo::246,explicit_target_grounding,required,103.169733,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::qMD929Nr5SI::247,explicit_target_grounding,required,83.383383,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::r8G8byiQ5Nc::248,explicit_target_grounding,required,83.833333,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::rFA1jSO6pdg::249,explicit_target_grounding,required,70.612208,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::qtdHKvr0xas::250,explicit_target_grounding,required,106.96,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::rijF6CLdEpQ::251,explicit_target_grounding,required,79.412667,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::qYCtEAthTfo::252,explicit_target_grounding,required,410.701,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::rUaoCPdu8LE::253,explicit_target_grounding,required,136.803333,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::rtXm_4PZLNY::254,explicit_target_grounding,required,69.6,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::s8RjNHsUaQM::255,explicit_target_grounding,required,70.487083,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::ryDNCQtDocw::256,explicit_target_grounding,required,137.871067,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::sNm_rmkzt3Y::257,explicit_target_grounding,required,41.075729,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::t-sHfZ9upSs::258,explicit_target_grounding,required,30.096733,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::t6bFj5BysGA::259,explicit_target_grounding,required,131.506375,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::sNKoFISrMLc::260,explicit_target_grounding,required,81.04,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::sN4ZJzJHFTw::261,explicit_target_grounding,required,103.570133,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::sIXsU2bGkqQ::262,explicit_target_grounding,required,267.300367,1,2,0,0,2,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::usnThnerhSA::263,explicit_target_grounding,required,71.44,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::utme9QjyLNE::264,explicit_target_grounding,required,108.273333,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::sO3wd7X-l7U::265,explicit_target_grounding,required,60.08,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::uHBgWoztks4::266,explicit_target_grounding,required,110.7,1,2,1,1,1,0,0.667,0.667,GOOD
explicit_target_grounding::v4-zBR7aXFU::267,explicit_target_grounding,required,46.92,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::vF5veIO2xiA::268,explicit_target_grounding,required,137.233333,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::vRO8vWryVx4::269,explicit_target_grounding,required,32.365667,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::vSgLQ4yI6dI::270,explicit_target_grounding,required,73.506767,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::vqQhq_1JnFE::271,explicit_target_grounding,required,51.44,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::wq9wywa4xiM::272,explicit_target_grounding,required,58.166667,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::vkDb-j2R5_s::273,explicit_target_grounding,required,220.708333,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::vixKZKiMmP0::274,explicit_target_grounding,required,130.16,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::vZ7aubi3R3I::275,explicit_target_grounding,required,184.76,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::wXFs1TTGSPI::276,explicit_target_grounding,required,292.52,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::wyEVCUU6AbA::277,explicit_target_grounding,required,246.866667,1,3,0,0,3,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::vu5IvPplfb0::278,explicit_target_grounding,required,111.08,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::x2AfLlYiFCw::279,explicit_target_grounding,required,66.9669,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::xjElCXPNY48::280,explicit_target_grounding,required,61.866667,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::xknwKPCmZKM::281,explicit_target_grounding,required,55.9559,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::xZQCrBEWOOM::282,explicit_target_grounding,required,274.399125,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::xxkw6OT_flM::283,explicit_target_grounding,required,165.856655,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::xsO7lu70Ghg::284,explicit_target_grounding,required,225.959067,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::yCW_-SuVWGo::285,explicit_target_grounding,required,77.8,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::Ji-sqo8Avuo::286,explicit_target_grounding,required,55.08,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::xpKtJw67v7g::287,explicit_target_grounding,required,379.16,1,2,0,0,2,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::kj5TLqhcD38::288,explicit_target_grounding,required,302.04,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::mvl5ZOIy_sM::289,explicit_target_grounding,required,336.2359,1,5,1,0,4,0,0.333,0.0,TIMING_ONLY
explicit_target_grounding::1SwvQVV5fug::290,explicit_target_grounding,required,363.321292,1,2,0,0,2,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::2BByygOLXNM::291,explicit_target_grounding,required,287.245292,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::2zaCRi7-eW8::292,explicit_target_grounding,required,346.2459,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::3QEZyCTSytU::293,explicit_target_grounding,required,397.313583,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::3PSDRMdp2Yc::294,explicit_target_grounding,required,325.591933,1,2,0,0,2,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::6mNFQsWIoDw::295,explicit_target_grounding,required,225.233333,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::7XJ6Ss2i60Q::296,explicit_target_grounding,required,303.24,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::8n7a6zE0i48::297,explicit_target_grounding,required,140.8,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::78FcjhTSeXY::298,explicit_target_grounding,required,385.966667,1,2,1,1,1,0,0.667,0.667,GOOD
explicit_target_grounding::9DnZ2uQgpTA::299,explicit_target_grounding,required,181.114267,1,2,1,0,1,0,0.667,0.0,TIMING_ONLY
explicit_target_grounding::gpWSatxoWXY::202,explicit_target_grounding,required,101.2,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::h2vrh9G5-cY::203,explicit_target_grounding,required,215.0,1,1,1,1,0,0,1.0,1.0,GOOD
explicit_target_grounding::hKkycSsq__E::204,explicit_target_grounding,required,30.666667,1,0,0,0,0,1,0.0,0.0,SILENT
explicit_target_grounding::gfTOaS5TWKo::205,explicit_target_grounding,required,88.633008,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::h2SpLNxN-tw::206,explicit_target_grounding,required,248.7485,1,3,1,0,2,0,0.5,0.0,TIMING_ONLY
explicit_target_grounding::hMT94y2aUYs::207,explicit_target_grounding,required,156.2561,2,1,0,0,1,2,0.0,0.0,WRONG_TIME
explicit_target_grounding::hCYODDPhe2g::208,explicit_target_grounding,required,202.625,1,2,0,0,2,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::kSG2J6saxl0::209,explicit_target_grounding,required,72.2722,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::kHEIxjGZFfY::210,explicit_target_grounding,required,83.7837,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::fRbjJ70tYNw::126,explicit_target_grounding,required,61.094367,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::do2t7F13NNA::127,explicit_target_grounding,required,373.406367,1,1,0,0,1,1,0.0,0.0,WRONG_TIME
explicit_target_grounding::fGx5YtQWJWo::128,explicit_target_grounding,required,349.015333,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
explicit_target_grounding::fx9wANarmj0::129,explicit_target_grounding,required,133.8337,1,1,1,0,0,0,1.0,0.0,TIMING_ONLY
realtime_state_monitor::3voe8kCy7Gs::75,realtime_state_monitor,required,527.894,10,2,0,0,2,10,0.0,0.0,WRONG_TIME
realtime_state_monitor::2-V96f62kGM::76,realtime_state_monitor,required,176.4,4,3,0,0,3,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::BvoAt3KG7PY::77,realtime_state_monitor,required,235.9357,3,3,2,0,1,1,0.667,0.0,TIMING_ONLY
realtime_state_monitor::5_LRMz5WxUk::78,realtime_state_monitor,helpful,344.9446,4,2,0,0,2,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::5WaqH41u7n8::79,realtime_state_monitor,none,247.313733,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::tDMu9cy-Uag::80,realtime_state_monitor,required,267.24,2,1,1,1,0,1,0.667,0.667,GOOD
realtime_state_monitor::Uaa-Mz84vC8::81,realtime_state_monitor,helpful,400.1,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::QLG-3jNLfH0::82,realtime_state_monitor,none,79.079,3,0,0,0,0,3,0.0,0.0,SILENT
realtime_state_monitor::40SL-m4u-LQ::83,realtime_state_monitor,none,208.208,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::vEVEXNI-uAA::84,realtime_state_monitor,helpful,189.9898,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::PZB-IvTq1u8::85,realtime_state_monitor,none,129.062267,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::mDSFARouUS0::86,realtime_state_monitor,none,260.333333,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::mPDB-QrUYoM::87,realtime_state_monitor,required,207.95775,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::nIItBe0qd4s::88,realtime_state_monitor,required,135.135,4,1,1,1,0,3,0.4,0.4,GOOD
realtime_state_monitor::-QEfaBLGPQk::89,realtime_state_monitor,required,433.057625,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::58oXInI52OE::90,realtime_state_monitor,none,106.564792,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::nUo9znRufNY::91,realtime_state_monitor,required,458.6,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::0zoM5qZTjRo::92,realtime_state_monitor,required,311.4111,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::oFXMDy9AUbI::93,realtime_state_monitor,required,224.390833,5,6,2,0,4,3,0.364,0.0,TIMING_ONLY
realtime_state_monitor::9dzOr4b5qFs::94,realtime_state_monitor,none,59.976583,6,0,0,0,0,6,0.0,0.0,SILENT
realtime_state_monitor::992LjxXKfPk::95,realtime_state_monitor,required,539.766667,4,2,1,0,1,3,0.333,0.0,TIMING_ONLY
realtime_state_monitor::MwFpY7wY9-k::96,realtime_state_monitor,required,152.719233,4,4,2,0,2,2,0.5,0.0,TIMING_ONLY
realtime_state_monitor::YQBj3WWde30::97,realtime_state_monitor,helpful,103.833333,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::3PSDRMdp2Yc::98,realtime_state_monitor,none,325.591933,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::qVe2ZCK87bc::99,realtime_state_monitor,none,92.416667,6,1,0,0,1,6,0.0,0.0,WRONG_TIME
realtime_state_monitor::UldXRipkEno::100,realtime_state_monitor,none,98.531767,6,0,0,0,0,6,0.0,0.0,SILENT
realtime_state_monitor::HeYbc8d9U7s::101,realtime_state_monitor,required,155.788967,3,1,1,1,0,2,0.5,0.5,GOOD
realtime_state_monitor::ozipQfodpAg::102,realtime_state_monitor,required,226.226,3,2,1,0,1,2,0.4,0.0,TIMING_ONLY
realtime_state_monitor::uZBpGSkFzFQ::103,realtime_state_monitor,required,286.552933,5,4,2,0,2,3,0.444,0.0,TIMING_ONLY
realtime_state_monitor::DL-cZQ4E318::104,realtime_state_monitor,required,134.134,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::XG8vW3blclY::105,realtime_state_monitor,required,186.48,7,1,0,0,1,7,0.0,0.0,WRONG_TIME
realtime_state_monitor::uEQhiiFCvFI::106,realtime_state_monitor,none,41.9,3,0,0,0,0,3,0.0,0.0,SILENT
realtime_state_monitor::CAYlUmDhUS8::107,realtime_state_monitor,helpful,133.36,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::2Crk3CL5-Ec::108,realtime_state_monitor,required,199.12,4,2,0,0,2,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::4JsjkyuzfdI::109,realtime_state_monitor,helpful,459.966667,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::U9ZHW6fAv04::110,realtime_state_monitor,required,197.530667,3,4,3,2,1,0,0.857,0.571,GOOD
realtime_state_monitor::UcKNIHy3aeQ::111,realtime_state_monitor,required,176.332926,3,3,2,2,1,1,0.667,0.667,GOOD
realtime_state_monitor::lMrBZWxYY60::112,realtime_state_monitor,none,181.648133,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::qDuPITqVLBo::113,realtime_state_monitor,required,103.169733,3,2,1,1,1,2,0.4,0.4,GOOD
realtime_state_monitor::xknwKPCmZKM::114,realtime_state_monitor,none,55.9559,2,0,0,0,0,2,0.0,0.0,SILENT
realtime_state_monitor::GV94WLtL1nI::115,realtime_state_monitor,none,114.7146,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::liertmG3u_s::116,realtime_state_monitor,none,80.313567,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::r8G8byiQ5Nc::117,realtime_state_monitor,none,83.833333,6,0,0,0,0,6,0.0,0.0,SILENT
realtime_state_monitor::Acbcm6GJBZw::118,realtime_state_monitor,helpful,362.04,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::KFpK0Z8FVyI::119,realtime_state_monitor,none,280.833333,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::HcGa_j-YDmw::120,realtime_state_monitor,required,255.84,5,3,1,1,2,4,0.25,0.25,GOOD
realtime_state_monitor::BCKpVVtJexc::121,realtime_state_monitor,required,354.466667,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::XsM5SvEkvZI::122,realtime_state_monitor,required,184.56,6,8,4,4,4,2,0.571,0.571,GOOD
realtime_state_monitor::oEqor1rscMY::123,realtime_state_monitor,none,170.920756,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::vqcRHk9eu94::124,realtime_state_monitor,required,164.6645,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::C-V80DYMSME::125,realtime_state_monitor,required,111.778333,4,3,3,1,0,1,0.857,0.286,GOOD
realtime_state_monitor::U9hsD7kIR-s::126,realtime_state_monitor,none,63.1631,3,0,0,0,0,3,0.0,0.0,SILENT
realtime_state_monitor::YcZUT5FBtJc::127,realtime_state_monitor,required,317.116811,3,1,1,0,0,2,0.5,0.0,TIMING_ONLY
realtime_state_monitor::1zjizzVY_H4::128,realtime_state_monitor,none,142.008533,5,1,1,0,0,4,0.333,0.0,TIMING_ONLY
realtime_state_monitor::2BByygOLXNM::129,realtime_state_monitor,required,287.245292,1,2,1,1,1,0,0.667,0.667,GOOD
realtime_state_monitor::sIXsU2bGkqQ::130,realtime_state_monitor,required,267.300367,6,8,3,2,5,3,0.429,0.286,GOOD
realtime_state_monitor::RCwTPOjyNUM::131,realtime_state_monitor,none,170.6,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::MrRcGmdL_4U::132,realtime_state_monitor,required,67.0,4,2,1,0,1,3,0.333,0.0,TIMING_ONLY
realtime_state_monitor::A2yg51yht0c::133,realtime_state_monitor,required,183.633333,6,2,2,0,0,4,0.5,0.0,TIMING_ONLY
realtime_state_monitor::rijF6CLdEpQ::134,realtime_state_monitor,required,79.412667,2,1,0,0,1,2,0.0,0.0,WRONG_TIME
realtime_state_monitor::pDHenIEC7pk::135,realtime_state_monitor,none,203.6,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::UGGUPyzw67w::136,realtime_state_monitor,required,155.522033,8,7,4,4,3,4,0.533,0.533,GOOD
realtime_state_monitor::LDGJ8ykqlWE::137,realtime_state_monitor,none,129.6295,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::x08xZ_FT_mI::138,realtime_state_monitor,required,271.04,6,3,1,1,2,5,0.222,0.222,GOOD
realtime_state_monitor::RE8ikWl_Hp8::139,realtime_state_monitor,required,240.607033,3,6,3,3,3,0,0.667,0.667,GOOD
realtime_state_monitor::UkCJqA7561I::140,realtime_state_monitor,none,389.68,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::55Ijvvme2kg::141,realtime_state_monitor,required,354.4541,5,2,0,0,2,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::phcTSB7CzAo::142,realtime_state_monitor,required,235.48,5,1,1,0,0,4,0.333,0.0,TIMING_ONLY
realtime_state_monitor::05j4tIvoC8o::143,realtime_state_monitor,none,80.233333,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::1cjHAtxmUHA::144,realtime_state_monitor,required,111.733333,3,2,1,1,1,2,0.4,0.4,GOOD
realtime_state_monitor::njOg6o4xDJQ::145,realtime_state_monitor,required,222.6224,5,2,0,0,2,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::pQj1SQtprF0::146,realtime_state_monitor,none,181.24,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::oBvw8UmeeHs::147,realtime_state_monitor,none,137.38725,5,2,0,0,2,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::CL4qjTsj0i8::148,realtime_state_monitor,none,292.791667,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::l5Z9F7SbvXg::149,realtime_state_monitor,required,162.666667,11,5,5,2,0,6,0.625,0.25,GOOD
realtime_state_monitor::6rho9EbHtyc::150,realtime_state_monitor,none,35.967,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::XZYJBN5goeM::151,realtime_state_monitor,required,208.68,5,2,1,1,1,4,0.286,0.286,GOOD
realtime_state_monitor::y1k5C4QNqwY::152,realtime_state_monitor,helpful,288.872562,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::TxkHJX93K0U::153,realtime_state_monitor,required,48.133333,5,1,1,1,0,4,0.333,0.333,GOOD
realtime_state_monitor::0JTW1IMJ9d0::154,realtime_state_monitor,required,92.058633,3,2,2,2,0,1,0.8,0.8,GOOD
realtime_state_monitor::n3fCfTKfWOM::155,realtime_state_monitor,none,200.533333,5,2,0,0,2,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::D54dYP-rlrs::156,realtime_state_monitor,helpful,261.566667,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::2cSIAapg7rU::157,realtime_state_monitor,required,259.88,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::DZCvHDyzpXw::158,realtime_state_monitor,required,104.521083,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::1yIth_rknTo::159,realtime_state_monitor,required,192.458333,3,2,2,1,0,1,0.8,0.4,GOOD
realtime_state_monitor::78F_Y4y3oXw::160,realtime_state_monitor,none,89.556133,3,0,0,0,0,3,0.0,0.0,SILENT
realtime_state_monitor::roNsyndU3i4::161,realtime_state_monitor,required,501.834667,2,2,1,0,1,1,0.5,0.0,TIMING_ONLY
realtime_state_monitor::3P3dgKrMtc0::162,realtime_state_monitor,none,178.666667,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::LKHYrdzn3qY::163,realtime_state_monitor,required,227.52,13,1,1,0,0,12,0.143,0.0,TIMING_ONLY
realtime_state_monitor::2vYRDokNyFI::72,realtime_state_monitor,required,221.554667,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::xkIf4V53Izc::73,realtime_state_monitor,required,135.133333,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::PMzvDRDYCr8::74,realtime_state_monitor,none,277.143533,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::6o0sN5psy1I::164,realtime_state_monitor,helpful,237.028458,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::MOpQChwKKik::165,realtime_state_monitor,required,201.48,5,4,0,0,4,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::osvkHQdxULg::166,realtime_state_monitor,required,136.72,4,0,0,0,0,4,0.0,0.0,SILENT
realtime_state_monitor::KPWKVLDh01Y::167,realtime_state_monitor,required,321.041667,4,3,1,0,2,3,0.286,0.0,TIMING_ONLY
realtime_state_monitor::sMlvY8GLKi4::168,realtime_state_monitor,required,405.3,5,1,1,0,0,4,0.333,0.0,TIMING_ONLY
realtime_state_monitor::8-rZjTmOcdU::169,realtime_state_monitor,required,179.066667,4,1,1,1,0,3,0.4,0.4,GOOD
realtime_state_monitor::YTF8g0oJC2E::170,realtime_state_monitor,required,185.933333,5,2,1,0,1,4,0.286,0.0,TIMING_ONLY
realtime_state_monitor::-powI0eeLbw::171,realtime_state_monitor,required,52.4,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::usnThnerhSA::172,realtime_state_monitor,helpful,71.44,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::QQEYgtnch-o::173,realtime_state_monitor,required,235.0,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::82U_y1WJ13A::174,realtime_state_monitor,none,485.3,7,0,0,0,0,7,0.0,0.0,SILENT
realtime_state_monitor::4QLU8CNu6GQ::175,realtime_state_monitor,helpful,470.333333,6,1,0,0,1,6,0.0,0.0,WRONG_TIME
realtime_state_monitor::KDX7SEoCj4s::176,realtime_state_monitor,helpful,178.044533,3,0,0,0,0,3,0.0,0.0,SILENT
realtime_state_monitor::VED-6BLrWFg::177,realtime_state_monitor,required,509.642467,8,2,0,0,2,8,0.0,0.0,WRONG_TIME
realtime_state_monitor::1ZDmY-UmKfY::178,realtime_state_monitor,none,57.290567,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::18G1U7_vSJM::179,realtime_state_monitor,required,64.92,2,1,1,1,0,1,0.667,0.667,GOOD
realtime_state_monitor::DEx7DxBoTAc::180,realtime_state_monitor,required,100.4003,6,1,1,1,0,5,0.286,0.286,GOOD
realtime_state_monitor::14H72gjQBZY::181,realtime_state_monitor,helpful,256.089167,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::1yoXMBWGcwI::182,realtime_state_monitor,required,259.7595,6,1,1,0,0,5,0.286,0.0,TIMING_ONLY
realtime_state_monitor::x8G-pQ4b6aM::183,realtime_state_monitor,none,128.333,5,1,0,0,1,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::CO_BD_Xuf-U::184,realtime_state_monitor,required,445.76,5,2,0,0,2,5,0.0,0.0,WRONG_TIME
realtime_state_monitor::2f9-OGw5Kkg::185,realtime_state_monitor,required,336.210875,6,7,2,2,5,4,0.308,0.308,GOOD
realtime_state_monitor::U0Xg-QFdVSA::186,realtime_state_monitor,none,350.25025,5,0,0,0,0,5,0.0,0.0,SILENT
realtime_state_monitor::JgeBS1hC2cM::187,realtime_state_monitor,required,293.6,5,9,4,2,5,1,0.571,0.286,GOOD
realtime_state_monitor::o_lLsDzK-JM::188,realtime_state_monitor,required,251.884967,5,3,3,3,0,2,0.75,0.75,GOOD
realtime_state_monitor::L1ryC4e9PbU::189,realtime_state_monitor,helpful,110.076633,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::LA1F4bSzvDI::190,realtime_state_monitor,helpful,109.866667,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::7shRl0Lxycc::191,realtime_state_monitor,helpful,100.133467,6,0,0,0,0,6,0.0,0.0,SILENT
realtime_state_monitor::BuoZDMr3Bok::192,realtime_state_monitor,none,47.781067,2,1,0,0,1,2,0.0,0.0,WRONG_TIME
realtime_state_monitor::7sePL9jdSm4::193,realtime_state_monitor,required,103.369933,4,1,0,0,1,4,0.0,0.0,WRONG_TIME
realtime_state_monitor::1dikAGqQ3hs::194,realtime_state_monitor,none,186.6865,2,0,0,0,0,2,0.0,0.0,SILENT
realtime_state_monitor::BiKE-TEvmsY::195,realtime_state_monitor,required,90.557,5,2,1,0,1,4,0.286,0.0,TIMING_ONLY
realtime_state_monitor::vWJJfVRnm_w::196,realtime_state_monitor,none,231.033333,6,2,1,0,1,5,0.25,0.0,TIMING_ONLY
realtime_state_monitor::R9KJXzVRG2Q::197,realtime_state_monitor,required,120.587133,9,3,1,0,2,8,0.167,0.0,TIMING_ONLY
realtime_state_monitor::DHCc_ndOfjs::198,realtime_state_monitor,required,200.667133,5,3,2,1,1,3,0.5,0.25,GOOD
realtime_state_monitor::L1ZkHoirlmo::199,realtime_state_monitor,none,45.72,3,1,0,0,1,3,0.0,0.0,WRONG_TIME
realtime_state_monitor::UqCRnhHPaF0::200,realtime_state_monitor,helpful,281.24,5,1,1,0,0,4,0.333,0.0,TIMING_ONLY
